           CurrError          VanishGrad         ResetWeight       ChangeInitial    RelocateInterval
           18.407675                   0                  -1                  -1                   0
           18.450582                   0                 100                  -1                   0
           22.946469                   0                 101                  -1                   1
           14.196430                   0                 102                  -1                   1
           14.196430                   0                 102                  -1                   2
           25.211273                   0                  -1                  -1                   0
           22.805495                   0                 101                  -1                   0
           22.805495                   0                 101                  -1                   0
           14.193906                   0                 102                  -1                   1
           14.193906                   0                 102                  -1                   2
           16.263424                   0                  -1                  -1                   0
           14.353088                   0                 102                  -1                   0
           14.353088                   0                 102                  -1                   0
           15.484102                   0                 103                  -1                   1
           16.059268                   0                 104                  -1                   1
           15.875492                   0                  -1                  -1                   0
           15.726222                   0                 103                  -1                   0
           15.713064                   0                 103                  -1                   1
           15.539784                   0                 103                  -1                   2
           15.521308                   0                 103                  -1                   0
           18.039046                   0                  -1                  -1                   0
           16.038566                   0                 104                  -1                   0
           16.038566                   0                 104                  -1                   0
           19.672511                   0                 105                  -1                   1
           13.274646                   0                 106                  -1                   2
           20.114549                   0                  -1                  -1                   0
           20.114549                   0                 105                  -1                   1
           13.275813                   0                 106                  -1                   2
           13.275813                   0                 106                  -1                   0
           15.142692                   0                 107                  -1                   1
           15.302591                   0                  -1                  -1                   0
           13.283537                   0                 106                  -1                   0
           13.283537                   0                 106                  -1                   0
           15.138176                   0                 107                  -1                   1
           20.800033                   0                 108                  -1                   2
           15.591180                   0                  -1                  -1                   0
           15.591180                   0                 107                  -1                   1
           20.839133                   0                 108                  -1                   2
           14.349904                   0                 109                  -1                   0
           14.349904                   0                 109                  -1                   1
           20.933660                   0                  -1                  -1                   0
           20.933660                   0                 108                  -1                   1
           14.347091                   0                 109                  -1                   2
           14.347091                   0                 109                  -1                   0
           16.444735                   0                 110                  -1                   1
           16.369037                   0                  -1                  -1                   0
           14.354842                   0                 109                  -1                   0
           14.354842                   0                 109                  -1                   0
           16.441174                   0                 110                  -1                   1
           15.292234                   0                 111                  -1                   2
