JobID,Offset,Period,Overhead,ExecutionTime,DeadLine,processorId,coreRequire
0,0,1000,0,74,1000,0,1
1,0,500,0,7,500,0,1
2,0,2000,0,4,2000,1,1
3,0,2000,0,14,2000,1,1
4,0,10000,0,55,10000,1,1
5,0,1000,0,6,1000,0,1
6,0,2000,0,40,2000,0,1
7,0,2000,0,31,2000,1,1
8,0,10000,0,31,10000,1,1
9,0,2000,0,10,2000,0,1
10,0,2000,0,73,2000,1,1
11,0,2000,0,26,2000,0,1
12,0,10000,0,149,10000,1,1
13,0,2000,0,31,2000,0,1
14,0,2000,0,39,2000,1,1
15,0,1000,0,8,1000,0,1
16,0,5000,0,93,5000,0,1
17,0,2000,0,152,2000,0,1
18,0,10000,0,46,10000,0,1
19,0,1000,0,5,1000,0,1
20,0,2000,0,9,2000,0,1
21,0,2000,0,7,2000,1,1
22,0,2000,0,11,2000,1,1
23,0,1000,0,14,1000,0,1
24,0,1000,0,34,1000,0,1
25,0,10000,0,68,10000,0,1
26,0,1000,0,7,1000,0,1
27,0,100,0,1,100,0,1
28,0,500,0,7,500,1,1
29,0,1000,0,240,1000,1,1
*4,0
*4,1
*4,2
*5,2
*5,4
*6,0
*6,1
*6,3
*6,4
*7,3
*7,4
*7,6
*8,5
*8,6
*9,1
*9,3
*9,4
*9,5
*9,6
*9,7
*9,8
*10,0
*10,1
*10,3
*10,5
*10,6
*10,9
*11,1
*11,2
*11,3
*11,4
*11,7
*12,4
*12,5
*12,7
*12,8
*12,10
*13,1
*13,2
*13,6
*13,7
*13,11
*13,12
*14,0
*14,2
*14,5
*14,6
*14,8
*14,11
*14,13
*15,2
*15,4
*15,7
*15,8
*15,9
*15,10
*15,13
*16,0
*16,1
*16,4
*16,6
*16,10
*16,15
*17,1
*17,4
*17,6
*17,11
*17,12
*17,13
*18,0
*18,1
*18,2
*18,5
*18,9
*18,10
*18,12
*18,13
*18,14
*18,15
*18,16
*18,17
*19,0
*19,1
*19,3
*19,4
*19,6
*19,10
*19,15
*19,16
*20,0
*20,3
*20,4
*20,7
*20,11
*20,16
*20,17
*20,18
*20,19
*21,2
*21,4
*21,5
*21,7
*21,12
*21,14
*21,16
*21,19
*21,20
*22,0
*22,1
*22,6
*22,7
*22,9
*22,10
*22,11
*22,14
*22,16
*22,18
*22,21
*23,0
*23,3
*23,5
*23,6
*23,8
*23,9
*23,10
*23,11
*23,14
*23,15
*23,20
*23,21
*23,22
*24,1
*24,4
*24,5
*24,6
*24,13
*24,18
*24,19
*24,20
*24,22
*25,2
*25,3
*25,6
*25,7
*25,8
*25,10
*25,11
*25,13
*25,19
*25,21
*26,1
*26,2
*26,3
*26,5
*26,9
*26,10
*26,13
*26,19
*26,20
*26,21
*26,22
*26,24
*26,25
*27,1
*27,9
*27,11
*27,16
*27,17
*27,20
*27,22
*27,23
*27,25
*28,1
*28,3
*28,5
*28,7
*28,9
*28,13
*28,24
*28,25
*29,5
*29,7
*29,14
*29,17
*29,18
*29,22
*29,24
*29,25
*29,26
@SF_Bound:6556
@RTDA_Bound:14776
